,Title,Date,Content,preprocessed_content
251,"City sets ‘sunset ceremony’ for Araw ng Kagitingan, Apr 11","MARCH 26, 2023","  A sunset ceremony with wreath-laying and flag-flying at half-mast will mark the commemoration of Araw ng Kagitingan in Baguio City on April 11 at the Veteran’s Park, Harrison Road.
The activity scheduled 5:30 p.m. coincides with the culmination of the Veteran’s Week celebration per Proclamation 466 issued in 1989 which designated April for the said event to promote, preserve and memorialize the principles, ideals and deeds of Philippine war veterans as means of enhancing patriotism and love for country, particularly among the youth.
Mayor Benjamin B. Magalong issued Executive Order 35, s. 2023 mandating departments of the city government for the said events particularly the Baguio City Police Office for the color guards and rendering of 21 gun salute, taps and ruffles as well as traffic and security management.
War veterans in the city and veteran groups will also be invited for the said events.
Meanwhile, observance of the Liberation of Baguio will be held at 6 a.m. on April 27, the Burnham Lake platform area.
The sunrise ceremony will be held to commemorate the liberation of the city from the clutches of Japanese invaders during the World War II.
Wreaths and posthumous awards will be presented to select veterans identified by the Philippine Veterans Affairs Office. – Jessa Mardy P. Samidan  ",ceremony baguio city veteran veteran issued said philippine war veterans particularly issued city said events particularly baguio city office war veterans city veteran said events liberation baguio held ceremony held liberation city war veterans philippine veterans office
252,Breads and pastries enduring time,"MARCH 26, 2023","A taste of the old breads that used to be popular in Star Cafe and City Bakery are still baked by Chiu.  The palate remembers and it asks for more when it stores savory memories of something. That’s when favorites come into play and become indelible. Old timers remember how egg pie tasted good at City Bakery and cinnamon was delicious at Star Café, not to forget the streamline cake at Dainty Restaurant.
All these former Baguio City landmarks have disappeared, but those favorite goodies are still around, thanks to someone who influences it.
Arturo Chiu prides himself as the third generation of a baker from Canton, China who continues the tradition of bringing the quality breads to the table. Like many stories in Baguio, the inter-marriage with women from Kapangan, Benguet have created generations of Chinese descendants who specialize in the trade. In the family of 10, Arturo says five siblings have taken up baking as their occupation, even his next generation of three children are involved in the Bakers Bliss Cake Shop at San Vicente, Baguio City. The surprise is that he is related on the Leung side, or the mother’s side to the del Rosario’s of Sunshine Bakery.
Amidst the struggles in the prices of the ingredients for making the egg pie that has been supplied to popular restaurants like Good Taste and Hotel Supreme, he says that the same milk and quantity of eggs remain the same. The profits may have been reduced but the taste and quality has survived the decades. He says that there should be no compromises in the ingredients to maintain the taste. He laments the shrinking market because the outlets have since included the bakery to their operations. However, the buyers who have become addicted have created a demand for it in some outlets, including the bakery.
The cinnamon rolls of the former Star Café were a regular household item. Arturo was in the staff during the earlier years to maintain the product. The moist and chewy texture of the rolls with the melted caramel topping are similar to the rolls of Tesoro’s. Like the sweet rolls found in commercial shops, this edition of the cinnamon rolls is still different and consistent. The simplicity of the streamline cake of Dainty Restaurant cannot be compared. The rippled plain sugar icing and the sweet corn starch regular lineson plain vanilla chiffon cake were simple versions of fancy ones in most bakeshops. This streamline cake describes the simple icing that made the cake simply delicious. The cake was not found anywhere else in the country but at Dainty Restaurant. Today it remains as a cake made in the bakery of Arturo. This was a middle-class cake used by regular families for household celebrations without the fancy letterings but with candles no less. Arturo says the wood fired ovens have become gas fueled and the mixing of ingredients are now done by machines. Except for the pie crust for the egg pie that is better kneaded, everything that comes out of the bakery is made consistent through the ingredients that remain the same. There are no cheap alternatives used in the changing costs for flour, sugar, and butter. There are no changes in the time-tested recipes. For now, the next generation of bakers in the families have inherited the business sense. There are homemade products that are brought to the shop like the egg pie. The other nieces and nephews are known for their customized cakes for special occasions.
The legacy continues. The Ibaloy Cantonese generations continue the favorites in the American and post-American eras of Baguio City.
The recipes have endured and survived the time because the taste for these items has not waned.  ",taste old breads used popular star city bakery still chiu favorites become old egg pie good city bakery cinnamon delicious star caf streamline cake dainty restaurant former baguio city still arturo chiu generation continues quality breads like baguio created generations arturo says next generation bakers cake shop baguio city side side bakery ingredients egg pie popular like good taste says remain taste quality survived says ingredients maintain taste outlets bakery become created outlets bakery cinnamon rolls former star caf regular household arturo maintain rolls rolls like sweet rolls found cinnamon rolls still consistent streamline cake dainty restaurant plain sugar icing sweet regular plain cake simple fancy streamline cake simple icing made cake delicious cake found dainty restaurant cake made bakery arturo cake used regular families household fancy arturo says become ingredients pie egg pie bakery made consistent ingredients remain used sugar time recipes next generation bakers families shop like egg pie continues generations favorites american american baguio city recipes survived time taste
253,City grants development permit for Teachers’ Camp project,"MARCH 26, 2023","  City officials recently approved the request of the National Housing Authority for the issuance of a development permit for the upgrading of Cabinet Hill-Teachers’ Camp, subject to conditions.
Among the conditions is for NHA to protect the three-meter wide creek easement and not to be converted into an access road; it shall remain unpaved as part of its open space, and for the NHA to turnover the easement to the city government.
The NHA will also maintain the road width throughout its length and extra spaces to be declared as greenbelts, particularly located along Blocks 2, 4, 5, 8, 9, 13 and 14; the NHA shall provide access road for lot 3, block 14 and lot 5, block 14; avoid alleys particularly along Block 11 and Block 12 boundary of Proclamation 290, Block 1, 3, 4, 8 and 10 located along the boundary of Boys/Girls Scouts of the Philippines, respectively; affected occupants within the road development and creek easement are advised to voluntarily remove their existing improvements; the two informal settlers affected by the development of the property shall be given appropriate relocation on the site and to meet all their conditions agreed during the project inter-agency committee meeting.
City Planning and Development coordinator Donna Tabangin submitted their technical evaluation prior to the council’s approval of the NHA’s request for permit. – PIO release  ",city request development permit conditions conditions nha creek easement access road shall nha easement city nha road particularly located along nha shall access road lot block lot block particularly along block block boundary block located along boundary affected road development creek easement affected development shall conditions city development nha request permit
254,Barangay HR action officers federation elects new officials,"MARCH 26, 2023","  The city’s Barangay Human Rights Action Officers (BHRAO) Federation officers were elected on March 22 at the PFVR gym during the BHRAO summit.
They are: president, Evelyn Balisong: vice president, Jun Orca; secretary: Jun Cosme: asst. secretary, Mario delos Reyes; treasurer, Ceasar Peralta; asst. treasurer, Flora Balaba; auditor, Ricky Santiago; asst. auditor, Santiago Pasuquin; and information officer, Ricky Hull.
Held on March 22 and 23, the first BHRAO summit, was conducted by the Commission on Human Rights-Cordillera in partnership with the city government of Baguio and participated by officials and representatives of the city’s 128 barangays.          
The basics of human rights, the role of BHRAOs in promoting and protecting human rights, and strengthening human rights at the local government units through human rights action centers were also discussed.
Mayor Benjamin B. Magalong, in his message read by executive assistant Benjamin Macadangdang, supported and encouraged the BHRAOs to stay true to their role in promoting human rights.
“As barangay human rights officers, you have a vital role to play in upholding the rights of our fellow citizens. Our efforts are essential to safeguarding the rights of our vulnerable sectors. I encourage you to take your role seriously and continuously educate yourselves about human rights,” the mayor said.
“I encourage you to continue the fight for justice and the promotion of human rights. Your commitment to this cause is admirable and it is only through your dedication that we can achieve a better and more just society” he added.
The mayor said the city government is always ready to collaborate with the BHRAOs and lend a helping hand in upholding the citizens’ human rights.
In his message, Magalong committed to support the BHRAO’s through training and education programs, and establish hotlines for reporting human rights violations. – Paula Stephanie Morales  ",city barangay human rights action officers bhrao officers bhrao summit president president jun secretary jun asst secretary treasurer asst treasurer auditor ricky santiago asst auditor santiago ricky bhrao summit human rights city government city human rights role bhraos promoting human rights human rights government human rights action mayor benjamin magalong message benjamin bhraos role promoting human rights barangay human rights officers role upholding rights citizens rights encourage role human rights mayor said encourage human rights mayor said city government bhraos upholding citizens human rights message magalong bhrao human rights
255,"March 26, 2023","MARCH 25, 2023","  ROBERT “Bob” FOSTER BROWN July 12, 1937 – March 20, 2023  ",
256,EMPLOYMENT: OTSI,"MARCH 23, 2023",   ,
257,EMPLOYMENT: AMATHEA,"MARCH 23, 2023",   ,
258,WEEK’S MAIL,"MARCH 19, 2023","  Nostalgia jam for Dianne in memory of Mondacs It has been years since Baguio and Benguet-based musicians sang together on one stage.
The reasons are personal aside from the fact that most of the naturally talented folk and country musicians in the localities had to face the realities of economics, or earning a living somewhere here or in a foreign land, getting married and raising a family of their own, and looking after grandchildren now.
The last time some of the Baguio musicians sang together on one stage was in February 2019. More singing was scheduled but this was interrupted by the lockdowns due to the Covid-19 that prevented travel.
At the Francis Resto-Bar along Cruz, La Trinidad, Benguet on March 25 from 5 to 9 p.m., the public is invited to again listen to the musicians in a benefit gig for cancer patient Dianne Escuadra, the beautiful daughter of a fellow musician.
The mini-concert dubbed “Nostalgia Jam” which will be shown real time on social media platforms will feature “oldies but goldies” songs that were sung in the folk houses in Baguio.
It is also in memory of the late journalist-cum-civic leader Ramon “Mondacs” Dacawi, who was supportive of benefit concerts.
Singer-musicians Conrad Marzan and Richard Arandia, coming home all the way from California to perform in the benefit jam, will be joined by Sammy Comiles, Arsen Marzan, Bubut Olarte, Paul Coyupan, Serrafin Marzan, Art Tampoa; the trio of Liza, Alma and Dianne; Alfred Dizon, Alan del Rosario, Boy Cacho, yours truly, and Banjo.
The organizers appreciate and welcome donations that may be sent directly to Dianne through her GCash account at 0947-997-6306. — MARCH FIANZA, Baguio City  ",nostalgia jam dianne memory mondacs baguio benguet musicians sang together one stage folk musicians time baguio musicians sang together one stage benguet musicians benefit dianne nostalgia jam time folk baguio memory mondacs benefit musicians marzan benefit jam marzan marzan dianne dianne baguio
259,"Water, woman, culture","MARCH 19, 2023","  The Samaritan woman said to Him, “How can you a Jew, ask me, a Samaritan woman, for a drink?”(John 5:9)
The woman was aloof because she was aware of the law that Samaritans must not communicate and relate with Jews.
But Jesus communicated to the woman for a higher purpose. He initiated the conversation because Jesus wanted the woman’s conversion. Jesus did not offer just water but salvation to the woman.
Jesus broke the cultural norm that almost suppressed the salvation of the woman. The norm alienates the woman from Jesus. But Jesus spells the salvific law of communion.
This is a big lesson for us indigenous peoples. We must admit that there are elements or aspects of our culture that suppress the growth of our faith and even cultural norms and practices that impose fear to people in order to obey a ritual that is against the will of a person or a family.
There are also aspects of our culture that demand to butcher animals beyond the economic reach of a family.
Culture, truly, is our identity but we are Christians baptized in Jesus. The law of Jesus supersedes any law. Hence, let us open our cultural identity and cultural norms and practices to be blessed and purified by the gospel of Jesus. Only then can we converted fully and be disciples of Jesus.
Jesus said to his disciples: “Do not think that I have come not to abolish the law or the prophets. I have come not to abolish but to fulfill.” (Matthew 5:17)
We can see the beautiful progress of the woman’s conversion.
At first, Jesus was a stranger to the woman. Then Jesus became a sir. Then the woman started to see the unique features of Jesus and treated him as a prophet. Finally, Jesus revealed himself as the Messiah to finally change the heart of the woman to a believer. Salvation dawned on the Samaritan woman because of Jesus’ offer, “Give me something to drink.”
The beautiful story of Jesus and the Samaritan woman is a celebration of Women’s Month. Jesus showed impartiality to lift the dignity of a woman. Besao is one of the most peaceful towns of Mountain Province.
On arrival in Besao, I took the chance to roam and look for good coffee. The first restaurant I entered informed me that brewed coffee is rarely served in restaurants.
I was a bit disappointed. But when I entered the Besao Municipal Police Station, the policemen welcomed me and offered overflowing coffee.
I also learned from the people and from the police of Besao there is no “inuman” in town. Nobody stays late in the evening as people are aware of the curfew.
Besao MPS OIC Capt. Janice Pating appreciates the collaboration of the community and the police in the promotion of peace especially in the Poblacion. I simply said, “Sana all!”
I was elated to be with the Besao police and it was their first time to join a spiritual upliftment.
Besao MPS under the baton of a beautiful and snappy woman spells Women’s Month. Janice is an example of the motto, “Life is beautiful.” She is proof that women are indeed capable leaders. Women are naturally born with intuition. Women are the best bearers of hope at home, in the community, and in every difficulty. Happy Women’s Month! You are invited to the Marcsongs concert on March 30.
Reach me at Marcsongs123@gmail.com.  ",samaritan woman said samaritan woman drink woman aware law must jesus woman jesus woman conversion jesus offer salvation woman jesus cultural norm salvation woman norm woman jesus jesus spells law must aspects culture cultural norms practices people family also aspects culture reach family culture identity jesus law jesus law cultural identity cultural norms practices jesus disciples jesus jesus said disciples come abolish law come abolish see beautiful woman conversion first jesus woman jesus woman see jesus finally jesus finally woman salvation samaritan woman jesus offer drink beautiful jesus samaritan woman women month jesus woman besao besao coffee first entered coffee entered besao police coffee also people police besao people aware besao mps janice community police said besao police first besao mps beautiful woman spells women month janice beautiful women women women community women month marcsongs reach marcsongs
260,Life in academia,"MARCH 19, 2023","  My lovely 80-year-old mother, Dr. Emma Baban Keith, has been an educator most of her working life, from being an elementary-to secondary-to college instructor then becoming part of school management until she retired.
That’s not counting, of course, her being teacher and guide, until now, to three children and two grandchildren on how to lead Christian lives. She’s trying anyway especially with this near-sighted Ibaloy writer.
Meanwhile, my late father, Atty. Gabriel Pawid Keith, who would have turned 90 years old on March 30, also taught for a few semesters at the graduate school of Baguio Central University where I also happen to have earned my Masters in Public Administration and PhD degrees.
The slacker that I am, it took me about five years to finish my MPA and around seven years to earn my PhD. As they say, slowly but surely.
However, even if both my parents have been members of the most noble profession – that’s teaching, if you didn’t know, I never thought in my wildest dreams that I would be a part of this since I honestly believed I didn’t have the patience, competence, wisdom, or whatever is needed to be an effective teacher. Besides, I saw my mother still hard at work grading papers into the wee hours of the night when I was much, much younger. And I won’t even go into teacher salaries back then. I do hope they’re better now.
It was no less than Dr. Felipe Comila, president of Benguet State University,a center of excellence, who called me out of the blue offering me to be an adjunct (part-time) professor in its College of Public Administration and Governance (CPAG).
As expected, I was hesitant to accept his offer, generous as it was, because of the reasons I just mentioned plus the fact that I have never taught a class in my life. Lectures, yes, but never for an entire semester.
In the end, Dr. Comila was able to convince me to try even for just one semester with a three-unit teaching load every Saturday from 7 to 10 a.m. My subject was on administrative communication.
Well, almost two months and I’m actually loving every moment of academic life. I honestly feel that my students, all of whom are professionals from the government and private sectors (including a foreigner), are learning something from me (that’s what they tell me anyway) and I am learning even more from them. I never thought teaching could be so much fun and fulfilling. Of course, being only human, I must admit that it’s also great to be called a “Dr.”, even only on Saturdays. One day lang naman so I hope I don’t get bashed for it especially in a crab-infested society we live in.
Thank you Dr. Comila for giving me this wonderful opportunity. May your tribe increase. At least I could put my Ph.D. to good use. Here’s hoping that I would be a part of BSU’s teaching staff for years to come. Even on a part-time basis only and maybe full-time in the future. Who knows? Sana everyday is Saturday.
May our Lord and Savior Jesus Christ continue to bless and keep us all safe.  ",old mother keith life college part school course teacher three two anyway especially keith would years old also taught school university also public administration phd years years phd even teaching never thought would part honestly teacher mother much much even teacher hope comila university called part time college public administration never taught life never semester comila even one semester three teaching every saturday two every life honestly learning anyway learning even never thought teaching could much course also called even one hope especially comila could would part teaching years even part time time saturday
261,PSA SPECIAL CITATION,"MARCH 19, 2023",Cordillera Muaythai pride Islay Erika Bomogao (center) and Richein Yosorez (left) were conferred the Special Citation for Muaythai during the 2022 San Miguel Corporation-Philippine Sports Association Annual Awards Night at the Diamond Hotel in Manila on March 6. — IEB Facebook photo   ,muaythai muaythai
262,Team Lakay exodus saddens fans of top PHL MMA team,"MARCH 19, 2023","TEAM LAKAY DYNASTY GONE — The departure of former ONE Championship world champions Eduard Folayang, Kevin Belingon, Honorio Banario, and Joshua Pacio from Team Lakay has left a vacuum in the top mixed martial arts gym in Southeast Asia. Team Lakay founder and chairman Mark Sangiao has assured that concerned parties maintain civility and wished them good luck in their future endeavors. — ONE file photo   Prior to the announcement of the exit of four former world champions of the fabled Team Lakay, there was a talk with the group and individually, according to head coach Mark Sangiao. Team Lakay fighters Eduard Folayang, Kevin Belingon, Honorio Banario, and Joshua Pacio, all former ONE Championship world champions, have confirmed they have parted ways with Team Lakay through their Facebook accounts, which left fans speculating on various issues like in-fighting within the team or the fighters’ being recruited to other gyms.  In an interview with Bombo Radyo Baguio, Sangiao said he was saddened with the fighters’ decision but he gave his blessings to them so that they would venture out well. “I am saddened with their decision but for me as their manong, I am happy with what they have achieved. With their decision, there’s nothing I could do but to accept it because I know they really thought hard about it,” Sangiao said. Sangiao said even siblings have misunderstandings, how much more to them as a team. He said Team Lakay stayed this long because they would always talk things out. It was an emotional moment for the remaining members of Team Lakay, especially the younger generations of the departure of their manongs, but Sangiao reminded them to focus on their goals as there would always come a time when people would part ways.  Folayang echoed this in a separate interview in the same radio station, saying there is no easy way to say goodbye especially with Sangiao, who is like a brother to him. “I said thank you for all those years we have been together.” “I explained to him that I need to try a different path so I could discover more and unleash my remaining potential,” Folayang said.  The former two-time ONE lightweight world champion was the first of the four to announce his exit but said there is no grudge between him and Sangiao. His decision was purely to improve his remaining active years in fighting after being with Team Lakay for 16 years. Folayang is considered as the poster boy of Philippine mixed martial arts being the main fighter in  the maiden fight of ONE Championship in 2011.    Folayang said it took him a lot of prayers and consultation with his family and inner circle before arriving at his decision.  “Siyempre nadagsen ta nakanayon ti nagan ko ti Team Lakay. And yet maminsan ada nga talaga kailangan decisions that need to be made, especially if you still want the vision that you saw years back to be intact until now. So I think I don’t want to be stuck. I don’t want to waste the remaining active years of my career,” he said. The 39-year-old Folayang said he will still fight under ONE Championship, but will carry and build his own brand. He said he is open to training in other gyms and trainers as he starts getting invites from other MMA fighters such as Martin Nguyen and Cris Cyborg Justino. The 27-year-old Pacio, meanwhile, thanked Sangiao and Team Lakay for honing him through the years which helped him become a world champion. But he said he needs to step out of his comfort zone to level up his skills. “In my quest to better myself and reclaim the belt that was once mine, I have decided that moving out of the fabled stable that gave Filipino fight fans much to cheer for inside the circle is the path that I have to take,” Pacio said in his Facebook post. Only former ONE flyweight world champion Geje Eustaquio remains in Team Lakay where he held four belts simultaneously in 2018. Fans wished the four fighters well and blessed them with their decision. – Ofelia C. Empian  ",team lakay departure former one championship world champions eduard folayang kevin belingon honorio banario joshua pacio team lakay left mixed martial arts team lakay mark sangiao wished one exit four former world champions fabled team lakay talk mark sangiao team lakay fighters eduard folayang kevin belingon honorio banario joshua pacio former one championship world champions ways team lakay facebook left fans like fighting team fighters gyms interview sangiao said saddened fighters decision gave would well saddened decision decision could sangiao said sangiao said much team said team lakay would always talk remaining team lakay especially departure sangiao would always time would ways folayang interview especially sangiao like said years need path could remaining folayang said former time one world champion four exit said sangiao decision remaining active years fighting team lakay years folayang mixed martial arts fight one championship folayang said circle decision team lakay need especially still want years want want remaining active years said year old folayang said still fight one championship said gyms fighters year old pacio sangiao team lakay years world champion said fabled gave fight fans much circle path pacio said facebook former one world champion team lakay four fans wished four fighters well decision
263,"Cordillera Golfers Foundation, Inc Shared desire to help people gives birth to golfers’ charity","MARCH 19, 2023","WE ARE BORN — Incorporators of the Cordillera Golfers Foundation Inc. hold their regular meetings at Camp John Hay, as they envision to reach out to people in need while enjoying the game they love the most. The CGFI plans to hold its first golf for-a-cause in April with its proceeds to be used for outreach programs. — CGFI photo   The shared aspiration of golfers from Baguio City and rest of the Cordillera to reach out to people in need while enjoying the sport they love the most, saw the birth of the Cordillera Golfers Foundation, Inc (CGFI). The CGFI secured its juridical personality when the Securities and Exchange Commission has issued its certificate of incorporation on March 7. Fifteen Cordillera golfers cum leaders in their own field of expertise led by Arnel Peil were listed as incorporators of the group that also aims to invite various golf associations in this highland region to be part of its advocacies. Aside from aiming to contribute, solicit, collect and raise money for charitable purposes such as for social and economic amelioration of the less privileged sectors of society, the group will also coordinate with other institutions in organizing civic programs and projects. The group further aims to establish close relationship among golfer-members aside from organizing events in the future to upgrade the skills of members. The CGFI will have its baptism of fire when it organizes the first CGFI Golf Cup in one of the golf courses in Baguio City. To be invited as participants are officers and members of various golf associations in Baguio and Benguet. Some of the proceeds of the tournament will be set aside for the civic projects and programs of CGFI. The group is also planming to organize a big tournament in the future similar to the well-established Davao Eagle Masters Tournament, where top amateur players from Luzon, Visayas, and Mindanao compete for pride and glory. CGFI also aims to promote the rich cultural heritage of the various ethnic groups in the Cordillera. It official logo carries the gong as the main element signifying unity and also features the Lion’s Head, mountain ranges of the Cordillera, intricate designs of the tapis of women of Abra, Apayao, Benguet, Ifugao, Kalinga, and Mountain Province. Other incorporators of the CGFI are Arnold Tolding, Francis Cuyop, George Punasen, Ericson Felipe, Elias Bulut Jr., Douglas Rufino, Joselito Tan, Rudolf Dimas, Ceasar DR Pasiwen, Florante Bantales Jr., Nestor Pablo, Allen Jesse Mangaoang, Bond Holden Mangaoang, and Brandy Abeya, who is also the group’s treasurer, and  Marlo Quadra as corporate secretary. – Harley F. Palangchao  ",incorporators cordillera golfers foundation inc hold reach people need enjoying love cgfi hold first golf proceeds programs cgfi golfers baguio city cordillera reach people need enjoying love cordillera golfers foundation inc cgfi cgfi cordillera golfers incorporators group also aims various golf associations aside group also organizing civic programs projects group aims members aside organizing future members cgfi first cgfi golf golf baguio city members various golf associations baguio benguet proceeds tournament aside civic projects programs cgfi group also tournament future tournament cgfi also aims various cordillera also mountain cordillera benguet mountain incorporators cgfi mangaoang mangaoang also group
264,"Tsuchiya, Rosito lead elite class of PKGCI match play","MARCH 19, 2023","PKGCI MATCH PLAY — The annual match among members of Pines Kumpadres Golf Club, Inc. is getting exciting as former overall champions are competing in the elite class A. Here, lawyer JM Mendoza nailed his first eagle at hole 5 of Pinewoods Golf & Country Club, while playing with Kevin Capuyan and Joel Angday. Meanwhile, defending champion Henry Rosito edged Warren Dagupon in their recent match. — PKGCI photos   Perennial golf champions Dai Tsuchiya and Henry Rosito remain unbeaten in the elite division of the Pines Kumpadres Golf Club, Inc. (PKGCI) at the Pinewoods Golf & Country Club. Tsuchiya now has three wins over former champions Soc Suayan, Ramir Badua, and Paul Diaz; while Rosito has won over Art Bacoco and Warren Lee Dagupon to be on top of groups 1 and 2 in class A. Diaz is also in contention in group 2 with two wins over Badua and Suayan. In the stacked class B division, Aaron Cadiogan, Mark Jeff Balangitan, and Jigs Agulan recorded four wins and one loss each, while Max Sumeg-ang Jr. has three wins and one loss. Also in contention in group 2 are Francis Calanio, Edwin Macgui-ing and Erwin Killip, who have two wins each. PKGCI president Marty Manayos is leading the pack in group 3 with three wins over Nestor Fongwan Jr., Mel Licoben, and James Pooten; while Kenneth Malikchan has two wins over Pooten and Terry Parker. Parker, on the other hand, has won over Pooten and Licoben. Kevin Cabading is leading the charge in class D with four wins over Jeffrey Mendoza, Kevin Kaizer Capuyan, Joel Angday, and Chris Ismael; while Benjie Kimmayong and Michael Atolba have three wins each. Atolba  won against Amor Paredes, Dams Pichay, and Brenner Bengwayan; while Kimmayong edged Capuyan, Angday, and Mendoza. Mendoza, on the other hand, has two wins against Angday and Capuyan, while Paredes won against Pichay and Bengwayan. The annual PKGCI match aims to prepare the members in future individual and team tournaments and to enhance their knowledge on the rules of the game. – Harley F. Palangchao  ",pkgci match annual match members pines kumpadres golf club inc former champions elite class mendoza pinewoods golf country club kevin capuyan joel angday henry rosito edged warren dagupon match pkgci golf champions tsuchiya henry rosito elite division pines kumpadres golf club inc pkgci pinewoods golf country club tsuchiya three wins former champions suayan badua diaz rosito warren dagupon class diaz also contention group two wins badua suayan class division four wins one loss three wins one loss also contention group two wins pkgci leading group three wins licoben pooten two wins pooten parker parker hand pooten licoben kevin leading class four wins mendoza kevin capuyan joel angday kimmayong atolba three wins atolba paredes pichay bengwayan kimmayong edged capuyan angday mendoza mendoza hand two wins angday capuyan paredes pichay bengwayan annual pkgci match members
265,Kafagway athletes win 5 golds in Ilocos,"MARCH 19, 2023","   Athletes of Sab-lan Muaythai Kafagway Combative Club brought home five gold medals from their recent win in the Muaythai Invitational Competition at Lidlidda Municipal Gym, Lidlidda, Ilocos Sur. Sheila Mae Estioco, Janna Mae Tinay, Claudine Lagman, Ryan Joe Bestre, and Fathur Dayap all won gold medals in their categories during the event which is part of Lidlida’s 104th founding anniversary.   The athletes are students of Sablan National High School and are products of the grassroots program of Kafagway MMA, who joined the event on Feb. 28. “As part of our grassroots program, we at SNHS Kafagway Combative Club, keep joining events like this to prepare our young student-athletes to bigger tasks ahead,” Kafagway MMA head coach Bryan Olod said. Olod, who is also a faculty at SNHS, said the club is school-based located at Sitio Peday, Kamog, Sablan, Benget. The club specializes in wushu, Muaythai, wrestling and other full contact sports. The students are also currently training for the combative sports in the Benguet Provincial Sports Meet.   Meanwhile, Kafagway Muaythai fighters Roldan Lingbanan of Sablan and La Trinidad, Ronaldo Dominguez of Itogon, Shiander Cassel of La Trinidad and Mikko Camingawan of Sta. Rosa City also bagged four gold medals in their respective fights during the recently concluded “Tapang sa Tapang 7: Muaythai Fight for a Cause.” The charity event organized by the Taraki Gym Pangasinan-TST Production, gathered combative sports clubs in the north such as Tribu Banwar of Kalinga, Max Fusion of Baguio City, Team Urdaneta, and Team Laguna, during the event held at the Urdaneta Cultural Sports Complex. Now on its seventh season, the event featured Muaythai, boxing, and MMA. – Ofelia C. Empian  ",athletes muaythai kafagway combative club gold medals muaythai lidlidda gym lidlidda mae mae gold medals event part athletes students sablan school grassroots program kafagway mma event part grassroots program snhs kafagway combative club athletes kafagway mma olod said olod also snhs said club school sablan club muaythai sports students also combative sports sports kafagway muaythai sablan trinidad trinidad city also gold medals tapang tapang muaythai event gym combative sports city team urdaneta team event urdaneta sports event muaythai mma
266,"Young, old bikers join Besao’s ride for-a-cause","MARCH 19, 2023","   Young and old bikers from the Cordillera and nearby provinces joined the first tour of fun ride for-a-cause in Besao, Mountain Province on March 4.  The youngest biker during the event where cycling enthusiasts rode through 42.2-kilometers of the scenic town proper and its outskirts was eight-year-old Jhaxia Egsaen of La Trinidad, Benguet while the oldest biker was 66-year-old Melchor Velasco of Baguio City.    The event, organized by Team Kalasag, gave special honor to oldest female biker Elizabeth Lana, 43, of Piat, Cagayan; youngest female biker Darren Mattirig of Solano, 14; and youngest finisher Sam Lestat Angcaway, 12, of Baguio City.    Jenny Vi Fontanilla of Baguio City topped the ladies open category, followed by Fenalyn Hidalgo, and Darren Mattirig both of Solano, Nueva Viscaya.  Fr. Melvin MP Odsey, dean of the Cathedral of the Resurrection in Baguio City, dominated the 50 years old and above category, followed by Martes Leo and Anthony Talusig.   Argor Joseph Velo led the 40 to 49 year old category, followed by Sonny Lamsis, and Adrian Pindasan; while Dennis Pelerio of Solano ruled the 30 to 39 group followed by Albin Victore, and Gideon Mayet-an.   Dexter Torres of Baguio City ruled the 18 to 29 group, with Jemart Apaan and Paeng Dappanan completing the podium finish, while Jemuel Lloyd Aggalao of Tabuk City ruled the 17 years old and below, followed by Amboy Morales, and Shan Kurt Lucio.  The champions per category and the special awardees received medals and cash prizes. Bikers started at the municipal hall at Kin-iway towards Payeo going to Besao Proper then traversed Banguitan to Bunga to Catengan and made a U-turn at Panabungen. Bikers traced back their routes to Catengan, Bunga, Banguitan, Besao Proper, Payeo, and finally rode back to Kin-iway to cross the finish line at the municipal hall. The “Bike for St. James II” raised a total of P95,457.58 which was turned-over to St. James High School in Besao to help in the construction of its school building. The event is backed by Glow Enterprises and the local government of Besao. – Ofelia C. Empian  ",old bikers besao youngest biker event rode proper year old oldest biker year old baguio city event special oldest female biker youngest female biker darren mattirig solano youngest baguio city baguio city category followed darren mattirig solano baguio city years old category followed year old category followed solano ruled group followed baguio city ruled group finish city ruled years old followed category special bikers municipal hall kin iway payeo besao proper banguitan bunga catengan bikers back catengan bunga banguitan besao proper payeo rode back kin iway finish municipal hall james james school besao school event besao
